; ;Nuovo ID;hallow_back;rilegatura_moderna;Colonna1;Collocazione;roman_converted;disambiguatore;numero_del_codice;numerazione_araba;numerazione_romana_alternativa;ulteriore_numerazione_arabaoromana;identificativo_parte;Spagnolo;note;titolo;materiale;datazione_i;datazione_f;lingua;fogli;altezza;ampiezza;rilegatura;tipo_rilegatura;materiale_rilegatura;preferred_manifest_url;color;color_rileg;is_digitized;marker_dim;alpha
740;741;m0718_0;0.0;0.0;0;[VII A 29];718;_0;DCCXVIII;0;DCCXXVIII;0;0;541;0;Sarpi fra Paolo: Discorso politico;cartaceo;1700.0;1800.0;0;47.0;200.0;148.0;rilegato;cartoncino;0;/;orange;#2B9332;Non digitalizzato;4.130321505079156;0.5
741;742;m0719_0;0.0;0.0;0;[VII A 30];719;_0;DCCXIX;0;DCCXXIX;0;0;541;0;Libro di magia;cartaceo;1700.0;1800.0;0;44.0;190.0;144.0;rilegato;cartone;0;/;orange;#2B9332;Non digitalizzato;4.065459144317535;0.5
742;743;m0720_0;0.0;0.0;0;[VII A 31];720;_0;DCCXX;0;DCCXXX;0;0;542;0;Rezani Augustini De canonico poenitentiario;cartaceo;1725.0;1800.0;0;79.0;203.0;144.0;rilegato;cartoncino;0;/;orange;#2B9332;Non digitalizzato;4.643087967360957;0.5
743;744;m0721_0;0.0;0.0;0;[VII A 32];721;_0;DCCXXI;0;DCCXXXI;0;0;542;0;Liber ad inveniendum tesaurum;cartaceo;1600.0;1700.0;0;39.0;180.0;128.0;rilegato;pergamena;0;/;orange;#2B9332;Non digitalizzato;3.9470281146268364;0.5
744;745;m0722_0;0.0;0.0;0;[VII A 33];722;_0;DCCXXII;0;DCCXXXII;0;0;542;0;Cartolari d. Placido: Inscriptiones;cartaceo;1700.0;1800.0;0;126.0;202.0;140.0;rilegato;cartoncino;0;/;orange;#2B9332;Non digitalizzato;5.106324190057351;0.5
745;746;m0723_0;0.0;0.0;0;[VII A 34];723;_0;DCCXXIII;0;DCCXXXIII;0;0;542;0;Cartolari d. Placido: Inscriptiones;cartaceo;1700.0;1800.0;0;292.0;202.0;140.0;rilegato;cartoncino;0;/;orange;#2B9332;Non digitalizzato;5.94334603233159;0.5
746;747;m0724_0;0.0;0.0;0;[VII A 35];724;_0;DCCXXIV;0;DCCXXXIV;0;0;542;0;Cartolari d. Placido: Inscriptiones;cartaceo;1700.0;1800.0;0;116.0;202.0;140.0;rilegato;cartoncino;0;/;orange;#2B9332;Non digitalizzato;5.024154606088502;0.5
747;748;m0725_0;0.0;0.0;0;[VII A 36];725;_0;DCCXXV;0;DCCXXXV;0;0;543;0;Valaresco Zacaria: La congiura di Bajamonte Tiepolo;cartaceo;1700.0;1800.0;0;459.0;177.0;121.0;rilegato;pergamena;0;/;orange;#2B9332;Non digitalizzato;6.394687560265375;0.5
748;749;m0726_0;0.0;0.0;0;[VII A 37];726;_0;DCCXXVI;0;DCCXXXVI;0;0;543;0;Valaresco Zacaria: La congiura di Bajamonte Tiepolo;cartaceo;1700.0;1800.0;0;435.0;177.0;121.0;rilegato;pergamena;0;/;orange;#2B9332;Non digitalizzato;6.341075537470941;0.5
749;750;m0727_0;0.0;0.0;0;[VII A 38];727;_0;DCCXXVII;0;DCCXXXVII;0;0;543;0;Della Chiesa Lodovico: Pianto dell'anima;cartaceo;1625.0;1700.0;0;125.0;179.0;131.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.098404485723678;0.5
750;751;m0728_0;0.0;0.0;0;[VII A 39];728;_0;DCCXXVIII;0;DCCXXXVIII;0;0;544;0;Dell'arte vetrale o Manescalcaria;cartaceo;1600.0;1700.0;0;164.0;205.0;157.0;rilegato;cartoncino;0;/;orange;#2B9332;Non digitalizzato;5.368503969698196;0.5
751;752;m0729_0;0.0;0.0;0;[VII A 40];729;_0;DCCXXIX;0;DCCXXXIX;0;0;544;0;P. Ovidio Nasone: Dell'arte dell'amore;cartaceo;1700.0;1800.0;0;34.0;160.0;115.0;rilegato;cartoncino;0;/;orange;#2B9332;Non digitalizzato;3.8126629693485388;0.5
752;753;m0730_0;0.0;0.0;0;[VII A 41];730;_0;DCCXXX;0;DCCXL;0;0;544;0;P. Ovidio Nasone: Dell'arte dell'amore;cartaceo;1700.0;1800.0;0;62.0;160.0;115.0;rilegato;cartoncino;0;/;orange;#2B9332;Non digitalizzato;4.403410935301662;0.5
753;754;m0731_0;0.0;0.0;0;[VII A 42];731;_0;DCCXXXI;0;DCCXLI;0;0;544;0;P. Ovidio Nasone: Dell'arte dell'amore;cartaceo;1700.0;1800.0;0;52.0;160.0;115.0;rilegato;cartoncino;0;/;orange;#2B9332;Non digitalizzato;4.229870492211653;0.5
754;755;m0732_0;0.0;0.0;0;[VII A 43];732;_0;DCCXXXII;0;DCCXLII;0;0;544-545;0;Miscellanea;cartaceo;1400.0;1500.0;0;102.0;159.0;111.0;rilegato;pergamena;0;/;orange;#2B9332;Non digitalizzato;4.896439566349901;0.5
755;756;m0733_0;0.0;0.0;0;[VII A 44];733;_0;DCCXXXIII;0;DCCXLIII;0;0;545;0;Breviarii Fragmentum;membranaceo;1300.0;1400.0;0;55.0;175.0;130.0;rilegato;pergamena;0;/;blue;#2B9332;Non digitalizzato;4.285165774018562;0.5
756;757;m0734_0;0.0;0.0;0;[VII A 45];734;_0;DCCXXXIV;0;DCCXLIV;0;0;545;0;Grammaticae graecae fragmentum et Aesopi Fabulae;membranaceo;1300.0;1400.0;0;18.0;160.0;124.0;rilegato;cartone coperto di pelle con fregi dorati;0;/;blue;#2B9332;Non digitalizzato;3.1961188377455847;0.5
757;758;m0735_0;0.0;0.0;0;[VII A 46 MANCATE;735;_0;DCCXXXV;0;DCCXLV;0;0;546;mancante;Grammatica graeca;membranaceo;1300.0;1400.0;0;51.0;135.0;95.0;rilegato;assi coperte di pelle con incisioni;0;/;blue;#2B9332;Non digitalizzato;4.21073774358943;0.5
758;759;m0736_0;0.0;0.0;0;[VII A 47];736;_0;DCCXXXVI;412;DCCXLVI;CCXXVII;0;546-547;0;Ordo benedicendi seu Rituale ad usum Ecclesiae pisanae;membranaceo;1200.0;1300.0;0;65.0;150.0;115.0;rilegato;pergamena;0;/;blue;#2B9332;Non digitalizzato;4.4500989436842975;0.5
759;760;m0737_0;0.0;0.0;0;[VII A 48];737;_0;DCCXXXVII;0;DCCXLVII;0;0;547-548;0;Miscellana sacra;cartaceo;1500.0;1600.0;0;69.0;150.0;105.0;rilegato;assi coperte di pelle con impressioni e due fermagli;0;/;orange;#2B9332;Non digitalizzato;4.5091409977591494;0.5
760;761;m0738_0;0.0;0.0;0;[VII A 49];738;_0;DCCXXXVIII;0;DCCXLVIII;0;0;548;0;Rezzonico Quintiliano: La sacra lira;cartaceo;1600.0;1700.0;0;64.0;143.0;97.0;rilegato;pergamena;0;/;orange;#2B9332;Non digitalizzato;4.43477720005941;0.5
761;762;m0739_0;0.0;0.0;0;[VII A 50];739;_0;DCCXXXIX;408;DCCXLIX;0;0;548;0;Calcoli matematico-astronomici;cartaceo;1700.0;1800.0;0;193.0;140.0;100.0;rilegato;pergamena;0;/;orange;#2B9332;Non digitalizzato;5.5306271129784905;0.5
762;763;m0740_0;0.0;0.0;0;[VII A 51];740;_0;DCCXL;405;DCCL;CCCXXXIX;0;549;0;Miscellanea sacra;membranaceo;1400.0;1500.0;0;49.0;138.0;100.0;rilegato;0;0;/;blue;#2B9332;Non digitalizzato;4.171337753047183;0.5
763;764;m0741_0;0.0;0.0;0;[VII A 52];741;_0;DCCXLI;277;DCCLI;DXXIV;0;550;0;Miscellanea sacra;membranaceo;1400.0;1500.0;0;68.0;141.0;100.0;rilegato;pelle;0;/;blue;#2B9332;Non digitalizzato;4.494704066294565;0.5
764;765;m0742_0;0.0;0.0;A stampa (L'horto de i semplici di Padova..., Venezia 1592);[VII A 53];742;_0;DCCXLII;105;DCCLII;0;0;550;con note manoscritte;Herbarius patavinus;cartaceo;1500.0;1600.0;0;73.0;145.0;95.0;rilegato;pergamena;0;/;orange;#2B9332;Non digitalizzato;4.564890579071305;0.5
765;766;m0743_0;0.0;0.0;0;[VII A 54];743;_0;DCCXLIII;0;DCCLIII;0;0;551;0;De luna et stellis;cartaceo;1475.0;1500.0;0;49.0;150.0;113.0;rilegato;cartoncino;0;/;orange;#2B9332;Non digitalizzato;4.171337753047183;0.5
766;767;m0744_0;0.0;0.0;0;[VII A 55];744;_0;DCCXLIV;0;DCCLIV;0;0;551;0;Memorie di un viaggiatore;cartaceo;1700.0;1800.0;0;93.0;142.0;93.0;rilegato;pergamena;0;/;orange;#2B9332;Non digitalizzato;4.804789192255344;0.5
767;768;m0745_0;0.0;0.0;0;[VII A 56];745;_0;DCCXLV;0;DCCLV;0;0;552;0;Guarini veron. Regulae grammaticales;cartaceo;1400.0;1500.0;0;37.0;130.0;98.0;rilegato;pergamena;0;/;orange;#2B9332;Non digitalizzato;3.8954277290784507;0.5
768;769;m0746_0;0.0;1.0;0;[VII B 57];746;_0;DCCXLVI;0;DCCLVI;0;0;552;0;Psalterium ad usum breviari;membranaceo;1300.0;1400.0;0;109.0;130.0;98.0;rilegato;nessuna legatura;0;/;blue;#2B9332;Non digitalizzato;4.962334593453339;0.5
769;770;m0747_0;0.0;0.0;0;[VII B 58];747;_0;DCCXLVII;0;DCCLVII;0;0;553;0;Summa confessionis;membranaceo;1300.0;1400.0;0;86.0;113.0;85.0;rilegato;nessuna legatura;0;/;blue;#2B9332;Non digitalizzato;4.72720343593317;0.5
770;771;m0748_0;0.0;0.0;0;[VII B 59];748;_0;DCCXLVIII;404;DCCLVIII;CCCXXV;0;553-554;0;Collectiones variae ex ss. patribus canonibus;membranaceo;1450.0;1500.0;0;260.0;105.0;75.0;rilegato;assi coperte di pelle con impressioni e fermaglio;0;/;blue;#2B9332;Non digitalizzato;5.827596668972274;0.5
771;772;m0749_0;0.0;0.0;0;[VII B 60];749;_0;DCCXLIX;417;DCCLIX;CCCXLI;0;554;0;Officium B.M.V. et alia officia;membranaceo;1400.0;1500.0;0;233.0;105.0;75.0;rilegato;assi;0;/;blue;#2B9332;Non digitalizzato;5.7182947163860955;0.5
772;773;m0750_0;0.0;0.0;0;[VII B 61];750;_0;DCCL;0;DCCLX;0;0;554;0;Libro di preghiere;cartaceo;1650.0;1700.0;0;95.0;100.0;54.0;rilegato;pergamena;0;/;orange;#2B9332;Non digitalizzato;4.825894145783534;0.5
773;774;m0751_0;0.0;0.0;0;[VII B 62];751;_0;DCCLI;420;DCCLXI;DXVI;0;555;0;Altomoro Re di Persia: tragedia;cartaceo;1600.0;1700.0;0;98.0;94.0;66.0;rilegato;pelle;0;/;orange;#2B9332;Non digitalizzato;4.856739211486005;0.5
774;775;m0752_0;0.0;0.0;0;[VII B 63];752;_0;DCCLII;413;DCCLXII;CCXL;0;555;0;Officium B.M.V. et alia officia;membranaceo;1400.0;1500.0;0;233.0;76.0;55.0;rilegato;assi;0;/;blue;#2B9332;Non digitalizzato;5.7182947163860955;0.5
775;776;m0753_0;0.0;0.0;0;[VII B 64];753;_0;DCCLIII;0;DCCLXIII;0;0;555-556;0;Officium B.M.Virginis et alia officia;membranaceo;1400.0;1500.0;0;175.0;67.0;50.0;rilegato;pellle con impressioni in oro e busta per conservarlo;0;/;blue;#2B9332;Non digitalizzato;5.433130489488534;0.5
776;777;m0754_0;0.0;0.0;0;[VII B 65];754;_0;DCCLIV;0;DCCLXIV;0;0;556;0;Officum B.M.Virg. et alia officia;membranaceo;1400.0;1500.0;0;290.0;105.0;75.0;rilegato;pelle con impressioni dorate;0;/;blue;#2B9332;Non digitalizzato;5.936491244173371;0.5
777;778;m0755_0;0.0;0.0;0;[A 1 1];755;_0;DCCLV;443;DCCLXV;0;0;556-557;0;Missae et Hymni sub notis musicis;cartaceo;1500.0;1600.0;0;130.0;0.0;0.0;rilegato;assi coperte di pelle con impressioni e fermagli;0;/;orange;#2B9332;Non digitalizzato;5.137390306608239;0.5
778;779;m0756_0;0.0;0.0;0;[A 1 2];756;_0;DCCLVI;392;DCCLXVI;0;0;557;0;Missae com notis musicis;membranaceo;1400.0;1500.0;0;162.0;320.0;220.0;rilegato;pelle con impressioni in oro;0;/;blue;#2B9332;Non digitalizzato;5.356291419885857;0.5
779;780;m0757_0;0.0;0.0;0;[A 1 3];757;_0;DCCLVII;438;DCCLXVII;0;0;557;0;Solfeggi del canto;cartaceo;1500.0;1600.0;0;67.0;215.0;330.0;rilegato;pelle con impressioni;0;/;orange;#2B9332;Non digitalizzato;4.480055652963714;0.5
780;781;m0758_0;0.0;0.0;0;[A 1 4];758;_0;DCCLVIII;0;DCCLXVIII;0;0;558;0;Antiphonae et Psalmi sub notis musicis;cartaceo;1500.0;1600.0;0;119.0;450.0;340.0;rilegato;assi;0;/;orange;#2B9332;Non digitalizzato;5.0495220839820005;0.5
781;782;m0759_0;0.0;0.0;0;[A 1 5];759;_0;DCCLIX;0;DCCLXIX;0;0;558-559;0;Missae, Antiphonae, Hymni et Psalmi sub notis musicis;cartaceo;1500.0;1600.0;0;98.0;445.0;330.0;rilegato;assi coperte di pelle con impressioni e borchie;0;/;orange;#2B9332;Non digitalizzato;4.856739211486005;0.5
782;783;m0760_0;0.0;0.0;0;[A 1 6];760;_0;DCCLX;0;DCCLXXA;0;0;559-560;0;Antiphonae et Psalmi sub notis musicis;cartaceo;1500.0;1600.0;0;110.0;445.0;330.0;rilegato;assi e fermagli;0;/;orange;#2B9332;Non digitalizzato;4.971403469770134;0.5
783;784;m0761_0;0.0;0.0;0;[B A 2];761;_0;DCCLXI;0;DCCLXXB;0;0;560-561;0;Missae con notis musicis;membranaceo;1500.0;1600.0;0;225.0;570.0;425.0;rilegato;assi coperte di pelle con impressioni, fermagli e borchie;0;/;blue;#2B9332;Non digitalizzato;5.683473469172225;0.5
784;785;m0762_0;0.0;0.0;0;E B 5;762;_0;DCCLXII;447;DCCLXXI;0;0;561;0;Initia sacrae scripturae;membranaceo;1400.0;1500.0;0;6.0;540.0;390.0;rilegato;cartoncino;0;/;blue;#2B9332;Non digitalizzato;2.176171168138387;0.5
785;786;m0763_0;0.0;0.0;0;[F B 5];763;_0;DCCLXIII;0;DCCLXXII;0;0;561;0;Disegni, profilo e pianta del bagno del palazzo di Augusto;cartaceo;1700.0;1800.0;0;7.0;360.0;535.0;rilegato;cartoncino;0;/;orange;#2B9332;Non digitalizzato;2.3139782768234887;0.5
786;787;m0764_0;0.0;0.0;0;[A D 1];764;_0;DCCLXIV;0;0;0;0;562;0;Bernardi Stefano: Missae et Psalmi;cartaceo;1700.0;1800.0;0;90.0;550.0;410.0;rilegato;pelle e fermagli;0;/;orange;#2B9332;Non digitalizzato;4.772272346418676;0.5
787;788;m0765_0;0.0;0.0;0;[A 1 7];765;_0;DCCLXV;0;DCCLXXIII;0;0;562-563;0;Constitutiones Capituli Veronensis (Libro catena);membranaceo;1300.0;1600.0;0;74.0;375.0;255.0;rilegato;pelle con borchie e catena;0;/;blue;#2B9332;Non digitalizzato;4.5783555317925355;0.5
788;789;m0766_0;0.0;0.0;0;[A 1 8];766;_0;DCCLXVI;189;DCCLXXIV;0;0;564;0;Statuta Comunis Veronae;cartaceo;1700.0;1800.0;0;141.0;355.0;250.0;rilegato;pergamena;0;/;orange;#2B9332;Non digitalizzato;5.218157464507509;0.5
789;790;m0767_0;0.0;0.0;0;[A 1 9];767;_0;DCCLXVII;0;DCCXXV;0;0;564-565;0;Canobbio Alssandro: Registro dell'archivio capitolare;cartaceo;1600.0;1700.0;0;226.0;345.0;240.0;rilegato;assi coperte di pelle con impressioni e fermagli;0;/;orange;#2B9332;Non digitalizzato;5.687893014259014;0.5
790;791;m0768_0;0.0;0.0;0;[A 1 10];768;_0;DCCLXVIII;0;0;0;0;565;0;Canobbio Alessandro: Registro dell'archivio capitolare;cartaceo;1600.0;1700.0;0;215.0;320.0;220.0;rilegato;pelle nera con impressioni e fermagli;0;/;orange;#2B9332;Non digitalizzato;5.638169302213635;0.5
791;792;m0769_0;0.0;0.0;0;A 1 11;769;_0;DCCLXIX;0;DCCLXXVII;0;0;565;0;Scritture del patriarca d'Aquileia;cartaceo;1725.0;1800.0;0;98.0;345.0;240.0;rilegato;cartoncino;0;/;orange;#2B9332;Non digitalizzato;4.856739211486005;0.5
792;793;m0770_0;0.0;0.0;0;[A 1 12];770;_0;DCCLXX;0;DCCLXVII;0;0;566;Segnato come A1 13;Miscellanea storia;cartaceo;1700.0;1800.0;0;0.0;0.0;0.0;fascicoli;fascicoli separati raccolti in busta;0;/;orange;#800000;Non digitalizzato;4.0;0.15
793;794;m0771_0;0.0;0.0;0;A 1 13;771;_0;DCCLXXI;0;DCCLXXVIII;0;0;566-567;0;Stato presente dell'Impero russo e di altri imperi;cartaceo;1700.0;1800.0;0;73.0;335.0;223.0;rilegato;cartoncino;0;/;orange;#2B9332;Non digitalizzato;4.564890579071305;0.5
794;795;m0772_0;0.0;0.0;0;[A 1 14];772;_0;DCCLXXII;0;DCCLXXIX;0;0;567;0;Constitutiones et decreta Capituli canonicorum Veronae;cartaceo;1600.0;1700.0;0;80.0;300.0;205.0;rilegato;pergamena con impressioni dorate;0;/;orange;#2B9332;Non digitalizzato;4.655546393313158;0.5
795;796;m0773_0;0.0;0.0;0;A 1 15;773;_0;DCCLXXIII;0;DCCLXXX;0;0;567;0;Constitutiones et decreta Capituli canonic. veronen.;cartaceo;1700.0;1800.0;0;77.0;330.0;230.0;rilegato;cartoncino;0;/;orange;#2B9332;Non digitalizzato;4.6176955813532325;0.5
796;797;m0774_0;0.0;0.0;0;A 1 16;774;_0;DCCLXXIV;460;DCCLXXXI;0;0;568-569;misure da controllare;Bagatta Raf. e Peretti Giamba.: Lettere;cartaceo;1500.0;1600.0;0;52.0;312.0;215.0;rilegato;pergamena;0;/;orange;#2B9332;Non digitalizzato;4.229870492211653;0.5
797;798;m0775_0;0.0;0.0;0;[A 1 17];775;_0;DCCLXXV;0;DCCLXXXII;0;0;569;0;Muselli can. Ioseph.: Index actorum Ecclesiae veronens.;cartaceo;1700.0;1800.0;0;433.0;305.0;215.0;rilegato;cartoncino;0;/;orange;#2B9332;Non digitalizzato;6.3364753747935705;0.5
798;799;m0776_0;0.0;0.0;0;[A 1 18];776;_0;DCCLXXVI;0;DCCLXXXIII;0;0;569-570;0;Libardi Caroli Vitae episcoporum veronen. et Cronica canonicorum;cartaceo;1600.0;1700.0;0;415.0;310.0;205.0;rilegato;cartoncino;0;/;orange;#2B9332;Non digitalizzato;6.294092958219839;0.5
799;800;m0777_0;0.0;0.0;0;A 1 19;777;_0;DCCLXXVII;0;0;0;0;570;0;Libardi Caroli Chronologia canonicorum;cartaceo;1600.0;1700.0;0;47.0;308.0;28.0;rilegato;cartoncino;0;/;orange;#2B9332;Non digitalizzato;4.130321505079156;0.5
800;801;m0778_0;0.0;0.0;0;[A 1 20];778;_0;DCCLXXVIII;0;DCCLXXXIV;0;0;571;2 volumi raccolti in una busta;Bianchini can. Giuseppe: Notizie intorno il Capitolo e la cattedrale di Verona;cartaceo;1700.0;1800.0;0;118.0;0.0;0.0;rilegato;cartoncino;0;/;orange;#2B9332;Non digitalizzato;5.041137556209656;0.5
801;802;m0778_0;0.0;0.0;0;[A 1 20];778;_0;DCCLXXVIII;0;DCCLXXXIV;0;0;571;2 volumi raccolti in una busta;Bianchini Can. Giuseppe: Notizie intorno il Capitolo e la cattedrale di Verona;cartaceo;1700.0;1800.0;0;217.0;0.0;0.0;rilegato;cartoncino;0;/;orange;#2B9332;Non digitalizzato;5.647395821755681;0.5
802;803;m0779_0;0.0;0.0;0;A 1 21;779;_0;DCCLXXIX;0;DCCLXXXV;0;0;572;0;Zeviani Michael Angelus: Epistola b. Pauli ad Romanos explicata;cartaceo;1700.0;1800.0;0;224.0;310.0;210.0;rilegato;cartoncino;0;/;orange;#2B9332;Non digitalizzato;5.679034304967007;0.5
803;804;m0780_0;0.0;0.0;0;A 1 22;780;_0;DCCLXXX;0;DCCLXXXVI;0;0;572;0;Muselli can. Giuseppe: Memorie diplomatiche del castello di Cerea;cartaceo;1700.0;1800.0;0;284.0;290.0;195.0;rilegato;cartoncino;0;/;orange;#2B9332;Non digitalizzato;5.915640359508917;0.5
804;805;m0781_0;0.0;0.0;0;A 1 23;781;_0;DCCLXXXI;0;DCCLXXXVII;DCCCIX;0;573;composto da due fascicoli;Liber consortii presbiterorum maioris Ecclesiae;membranaceo;1300.0;1300.0;0;33.0;430.0;189.0;rilegato;pergamena;0;/;blue;#2B9332;Non digitalizzato;3.7834791543146626;0.5
805;806;m0781_0;0.0;0.0;0;A 1 23;781;_0;DCCLXXXI;0;DCCLXXXVII;DCCCIX;0;573;composto da due fascicoli;Liber consortii presbiterorum maioris Ecclesiae;membranaceo;1300.0;1300.0;0;33.0;430.0;189.0;rilegato;pergamena;0;/;blue;#2B9332;Non digitalizzato;3.7834791543146626;0.5
806;807;m0782_0;0.0;0.0;0;A 1 24;782;_0;DCCLXXXII;0;DCCLXXXV;0;0;573;0;Muselli Gius.: Podestà di Cerea;cartaceo;1700.0;1800.0;0;0.0;0.0;0.0;fogli sciolti;fogli raccolti in busta;0;/;orange;#FF5733;Non digitalizzato;4.0;0.15
807;808;m0783_0;0.0;0.0;0;A 1 25;783;_0;DCCLXXXIII;0;DCCLXXXVIII;0;0;574;0;Muselli Ioseph.: De sede episcopali vacante;cartaceo;1700.0;1800.0;0;246.0;300.0;200.0;rilegato;cartoncino;0;/;orange;#2B9332;Non digitalizzato;5.772414169815724;0.5
808;809;m0784_0;0.0;0.0;0;[II 4 22];784;_0;DCCLXXXIV;0;0;0;0;574;composto da tre fascicoli sciolti;Muselli m. Giuseppe: De sede episcopali vacante;cartaceo;1700.0;1800.0;0;0.0;0.0;0.0;fogli sciolti;fogli raccolti in busta;0;/;orange;#FF5733;Non digitalizzato;4.0;0.15
809;810;m0785_0;0.0;0.0;0;[II 4 23];785;_0;DCCLXXXV;0;DCCLXXXIX;0;0;575;0;Leges et constitutiones Capituli canonicorum Veronae;cartaceo;1600.0;1700.0;0;49.0;300.0;210.0;rilegato;pergamena;0;/;orange;#2B9332;Non digitalizzato;4.171337753047183;0.5
810;811;m0786_0;0.0;0.0;0;[II 4 24];786;_0;DCCLXXXVI;0;DCCXC;0;0;575;0;Carinelli Caroli Privilegia Capituli veronensis;cartaceo;1600.0;1700.0;0;426.0;302.0;212.0;rilegato;pergamena;0;/;orange;#2B9332;Non digitalizzato;6.320206085881358;0.5
811;812;m0787_0;0.0;0.0;0;[II 4 25];787;_0;DCCLXXXVII;0;DCCXCI;0;0;576;0;De iurisdictione Capituli ecclesiae cathed. Veronae;cartaceo;1600.0;1700.0;0;233.0;300.0;205.0;rilegato;cartoncino;0;/;orange;#2B9332;Non digitalizzato;5.7182947163860955;0.5
812;813;m0788_0;0.0;0.0;0;[II 4 26];788;_0;DCCLXXXVIII;0;DCCXCII;0;0;576;0;De iurisdictione Capituli canonic. ecclesiae cathedr. Veron.;cartaceo;1600.0;1700.0;0;56.0;310.0;210.0;rilegato;cartoncino;0;/;orange;#2B9332;Non digitalizzato;4.302938332521579;0.5
813;814;m0789_0;0.0;0.0;0;[II 4 27];789;_0;DCCLXXXIX;0;DCCXCIII;0;0;577-579;0;Fumani Adami Collectanea rerum ad ecclesiam Veron. et canonic. Capitulum pertinentia;cartaceo;1500.0;1600.0;0;243.0;310.0;215.0;rilegato;cartoncino;0;/;orange;#2B9332;Non digitalizzato;5.760182499139774;0.5
814;815;m0790_0;0.0;0.0;0;[II 4 27];790;_0;DCCXC;0;DCCXCIV;0;0;579-581;0;Dionisii Ioa. Iacobi Collectanea;cartaceo;1700.0;1800.0;0;263.0;300.0;200.0;rilegato;cartoncino;0;/;orange;#2B9332;Non digitalizzato;5.839035474741556;0.5
815;816;m0791_0;0.0;0.0;0;[II 4 28];791;_0;DCCXCI;0;DCCXCV;0;0;581-583;0;Autographoteca canonicor. veronensium;cartaceo;1300.0;1900.0;0;0.0;0.0;0.0;fogli sciolti;fogli raccolti in busta;0;/;orange;#FF5733;Non digitalizzato;4.0;0.15
816;817;m0792_0;0.0;0.0;0;[III 4 1];792;_0;DCCXCII;0;DCCXCVI;0;0;581-583;0;Autographoteca canonicor. veronensium;cartaceo;1300.0;1900.0;0;0.0;0.0;0.0;fogli sciolti;fogli raccolti in busta;0;/;orange;#FF5733;Non digitalizzato;4.0;0.15
817;818;m0793_0;0.0;0.0;0;[III 4 2];793;_0;DCCXCIII;0;0;0;0;583;0;Libardi Caroli De patruo et nepote Pisanis;cartaceo;1600.0;1700.0;0;75.0;300.0;205.0;rilegato;cartoncino;0;/;orange;#2B9332;Non digitalizzato;4.591641585758265;0.5
818;819;m0794_0;0.0;0.0;0;[III 4 3];794;_0;DCCXCIV;0;DCCXCVIII;0;0;584;0;Lettere diverse;cartaceo;1400.0;1800.0;0;107.0;0.0;0.0;fogli sciolti;0;0;/;orange;#FF5733;Non digitalizzato;4.943946314230732;0.15
819;820;m0795_0;0.0;0.0;0;[III 4 4];795;_0;DCCXCV;0;DCCXCIX;0;0;585;0;Storia delle rivoluzioni di Costantinopoli;cartaceo;1700.0;1800.0;0;64.0;300.0;190.0;rilegato;cartoncino;0;/;orange;#2B9332;Non digitalizzato;4.43477720005941;0.5
820;821;m0796_0;0.0;0.0;0;[III 4 5];796;_0;DCCXCVI;0;DCCC;0;0;585;0;Guarienti can. Bartolomeo: Memorie di erudizione;cartaceo;1700.0;1800.0;0;87.0;290.0;210.0;rilegato;cartoncino;0;/;orange;#2B9332;Non digitalizzato;4.738662515349655;0.5
821;822;m0797_0;0.0;0.0;0;[III 4 6];797;_0;DCCXCVII;0;DCCCI;0;0;585-587;0;Miscellanea storico-ecclesiastica;cartaceo;1700.0;1900.0;0;97.0;308.0;225.0;fascicoli;0;0;/;orange;#800000;Non digitalizzato;4.846562870970164;0.15
822;823;m0798_0;0.0;0.0;0;[III 4 7];798;_0;DCCXCVIII;0;DCCCII;0;0;587;0;Giberti M. Gio. Matteo vesc. di Verona: Giustificazioni al Senato veneto;cartaceo;1700.0;1800.0;0;22.0;278.0;195.0;fascicoli;0;0;/;orange;#800000;Non digitalizzato;3.3893215871819615;0.15
823;824;m0799_0;0.0;0.0;0;B 1 2;799;_0;DCCXCIX;0;0;0;0;587-588;0;Dionisii Io. Iacobi Elenchus diplomatum seu privilegiorum Capituli veronensis;cartaceo;1750.0;1800.0;0;58.0;230.0;180.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;4.337563034911776;0.5
824;825;m0800_0;0.0;0.0;0;[III 4 8];800;_0;DCCC;0;0;0;0;588;0;Campagnola Bartolomeo: Copia di privilegi concessi ai canonici di Verona;cartaceo;1700.0;1800.0;0;55.0;278.0;212.0;rilegato;0;0;/;orange;#2B9332;Non digitalizzato;4.285165774018562;0.5
825;826;m0801_0;0.0;0.0;0;[III 4 9];801;_0;DCCCI;0;DCCCV;0;0;588-589;0;Da Prato p. Girolamo: Memorie e annotazioni di varia erudizione;cartaceo;1700.0;1800.0;0;0.0;0.0;0.0;fogli sciolti;fogli raccolti in busta;0;/;orange;#FF5733;Non digitalizzato;4.0;0.15
826;827;m0802_0;0.0;0.0;0;[III 4 10];802;_0;DCCCII;0;DCCCVI;0;0;589;0;Campagnola d. Bartholomeus: De quatuor beneficiorum commensalium in collegiata S. Helenae, natura et antiquitate;cartaceo;1700.0;1700.0;0;29.0;277.0;197.0;rilegato;0;0;/;orange;#2B9332;Non digitalizzato;3.657399536878786;0.5
